workplace_id,n_visits_5y,n_investigations_5y,days_since_last_visit,primary_naics,n_orders_5y,n_stop_work_5y,n_time_unknown_5y,pct_complied_5y,investigation_ratio,target_serious_2023
2248888,1,0,14,236110.0,5,1,1,0.8,0.0,0
2248947,2,1,106,236110.0,6,1,1,0.8333333333333334,0.5,1
2249008,1,0,507,452999.0,0,0,0,,0.0,0
2249033,1,1,505,453999.0,0,0,0,,1.0,0
2249104,2,2,312,237110.0,2,0,0,1.0,1.0,1
2249106,5,3,158,237310.0,0,0,0,,0.6,0
2249216,2,0,240,236110.0,5,1,1,0.8,0.0,0
2249274,2,1,332,236220.0,0,0,0,,0.5,0
2249465,5,5,305,624110.0,20,0,0,1.0,1.0,0
2249498,6,2,17,236110.0,11,1,1,0.9090909090909091,0.3333333333333333,0
2249530,4,1,18,236110.0,16,1,1,0.9375,0.25,0
2249558,2,2,26,722511.0,3,0,0,1.0,1.0,0
2249607,1,0,58,237310.0,2,0,0,1.0,0.0,1
2249622,8,1,53,236110.0,10,2,2,0.8,0.125,1
2249782,2,2,494,238110.0,0,0,0,,1.0,0
2249886,1,0,134,236110.0,0,0,0,,0.0,0
2249903,1,0,108,237110.0,1,0,0,1.0,0.0,0
2250023,6,1,107,236110.0,13,0,0,1.0,0.16666666666666666,1
2250032,1,1,17,236110.0,2,0,0,1.0,1.0,0
2250049,6,6,37,236110.0,3,0,0,1.0,1.0,0
2250137,4,0,149,236220.0,5,1,1,0.8,0.0,0
2250145,5,4,18,236110.0,5,0,0,1.0,0.8,0
2250170,1,0,235,236110.0,1,0,0,1.0,0.0,0
2250331,2,2,165,236220.0,6,1,5,0.8333333333333334,1.0,0
2250350,1,1,500,623999.0,0,0,0,,1.0,0
2250367,2,0,277,236110.0,1,0,0,1.0,0.0,0
2250600,6,5,128,236110.0,10,0,0,1.0,0.8333333333333334,1
2250776,2,0,291,236110.0,4,0,0,1.0,0.0,0
2250791,9,0,122,236110.0,24,4,15,0.8333333333333334,0.0,0
2250980,1,1,495,722511.0,1,0,0,1.0,1.0,0
2251217,11,4,123,236110.0,27,5,6,0.8148148148148148,0.36363636363636365,1
2251247,3,3,479,624410.0,0,0,0,,1.0,0
2251259,3,0,93,236110.0,0,0,0,,0.0,0
2251504,5,3,179,492110.0,4,0,0,1.0,0.6,0
2251568,6,6,194,441220.0,12,0,0,1.0,1.0,0
2251622,4,3,228,913910.0,3,0,0,1.0,0.75,0
2251713,1,0,493,444190.0,0,0,0,,0.0,0
2251717,1,1,492,115310.0,0,0,0,,1.0,0
2251840,2,0,290,236220.0,4,0,0,1.0,0.0,0
2251976,6,6,309,326198.0,10,0,0,1.0,1.0,0
2252040,1,0,246,236220.0,0,0,0,,0.0,0
2252168,6,0,18,237130.0,21,3,7,0.8571428571428571,0.0,0
2252202,3,1,18,236110.0,10,3,3,0.7,0.3333333333333333,1
2252436,5,3,40,236220.0,13,3,3,0.7692307692307693,0.6,1
2252444,1,1,488,453993.0,0,0,0,,1.0,0
2252460,1,0,488,493110.0,0,0,0,,0.0,0
2252526,3,1,220,236110.0,3,0,0,1.0,0.3333333333333333,0
2252595,1,0,199,236110.0,2,0,0,1.0,0.0,1
2252647,1,1,487,621210.0,1,0,0,1.0,1.0,0
2252862,2,1,261,237110.0,1,0,0,1.0,0.5,0
2252919,2,0,191,236110.0,0,0,0,,0.0,0
2252926,6,6,23,321992.0,8,1,1,0.875,1.0,0
2252935,2,0,228,236110.0,13,0,0,1.0,0.0,1
2253033,2,2,15,722511.0,3,0,0,1.0,1.0,0
2253093,1,1,493,611110.0,0,0,0,,1.0,0
2253106,5,4,241,111330.0,5,0,0,1.0,0.8,0
2253134,6,4,44,236110.0,18,3,9,0.8333333333333334,0.6666666666666666,0
2253220,1,0,487,811111.0,0,0,0,,0.0,0
2253244,1,0,360,236110.0,2,0,0,1.0,0.0,0
2253247,2,1,226,236110.0,0,0,0,,0.5,0
2253250,1,1,460,485110.0,0,0,0,,1.0,0
2253277,9,1,12,236110.0,21,4,9,0.8095238095238095,0.1111111111111111,1
2253330,4,3,89,623310.0,1,0,0,1.0,0.75,0
2253358,5,5,298,327320.0,2,0,0,1.0,1.0,0
2253371,4,0,68,236110.0,7,1,2,0.8571428571428571,0.0,1
2253438,1,0,499,113311.0,0,0,0,,0.0,0
2253478,3,3,38,722511.0,5,0,0,1.0,1.0,0
2253670,2,0,176,238990.0,0,0,0,,0.0,0
2253672,8,4,93,236110.0,24,2,8,0.9166666666666666,0.5,1
2253719,2,0,212,236210.0,1,0,0,1.0,0.0,1
2253789,4,1,176,236110.0,5,0,0,1.0,0.25,0
2253811,5,0,162,238910.0,14,2,2,0.8571428571428571,0.0,0
2253892,4,1,80,236220.0,12,1,4,0.9166666666666666,0.25,0
2253918,3,0,143,236220.0,10,0,0,1.0,0.0,0
2253943,8,4,250,236110.0,17,1,4,0.9411764705882353,0.5,0
2254076,6,0,32,236110.0,6,1,1,0.8333333333333334,0.0,0
2254135,2,2,473,811121.0,0,0,0,,1.0,0
2254180,1,0,274,236220.0,0,0,0,,0.0,0
2254230,9,5,128,236110.0,19,5,7,0.6842105263157895,0.5555555555555556,1
2254296,6,1,94,236110.0,2,0,0,1.0,0.16666666666666666,0
2254335,2,0,158,236110.0,3,0,0,1.0,0.0,0
2254489,2,1,38,713940.0,0,0,0,,0.5,0
2254505,4,3,103,236110.0,1,0,0,1.0,0.75,1
2254663,1,1,477,238210.0,0,0,0,,1.0,0
2254799,3,0,324,236110.0,17,0,0,1.0,0.0,0
2255050,1,1,194,236110.0,0,0,0,,1.0,0
2255087,2,2,43,236110.0,4,1,2,0.75,1.0,0
2255120,4,4,155,236110.0,5,0,0,1.0,1.0,0
2255184,4,4,267,493120.0,4,0,0,1.0,1.0,0
2255245,3,2,292,493110.0,5,0,0,1.0,0.6666666666666666,0
2255267,3,0,298,238990.0,0,0,0,,0.0,0
2255485,2,1,254,236220.0,2,0,0,1.0,0.5,1
2255533,1,0,473,621110.0,6,0,0,1.0,0.0,0
2255622,1,0,239,236210.0,7,0,0,1.0,0.0,0
2255636,8,6,51,236110.0,11,0,0,1.0,0.75,0
2255641,2,2,337,561730.0,7,0,0,1.0,1.0,0
2255645,1,0,473,541990.0,0,0,0,,0.0,0
2255780,1,0,158,236110.0,4,0,0,1.0,0.0,1
2255859,1,1,292,236110.0,1,0,0,1.0,1.0,0
2255861,2,0,26,236210.0,5,0,0,1.0,0.0,1
2255927,13,10,135,236110.0,39,5,21,0.8717948717948718,0.7692307692307693,0
2255935,2,2,310,236110.0,11,2,8,0.8181818181818182,1.0,1
2256013,6,5,53,236110.0,10,1,1,0.9,0.8333333333333334,0
2256021,5,5,95,722511.0,2,0,0,1.0,1.0,0
2256029,1,0,474,621390.0,0,0,0,,0.0,0
2256113,3,1,17,236220.0,3,0,0,1.0,0.3333333333333333,0
2256184,1,0,471,621510.0,2,0,0,1.0,0.0,0
2256241,1,1,472,722511.0,0,0,0,,1.0,0
2256243,1,1,471,722511.0,1,0,0,1.0,1.0,0
2256248,2,0,194,311420.0,2,0,0,1.0,0.0,0
2256350,2,2,61,447110.0,1,0,0,1.0,1.0,0
2256356,11,5,128,236110.0,38,8,13,0.7894736842105263,0.45454545454545453,0
2256477,1,0,470,621990.0,0,0,0,,0.0,0
2256487,4,3,46,327990.0,12,0,0,1.0,0.75,0
2256492,13,8,80,236220.0,32,11,11,0.65625,0.6153846153846154,1
2256542,4,0,255,236210.0,0,0,0,,0.0,0
2256672,2,0,59,445299.0,6,0,0,1.0,0.0,0
2256674,2,0,59,444120.0,3,0,0,1.0,0.0,0
2256693,1,0,60,236210.0,2,0,0,1.0,0.0,0
2256695,3,0,60,236210.0,6,1,1,0.8333333333333334,0.0,1
2256837,2,1,59,623310.0,0,0,0,,0.5,0
2256876,1,0,467,541990.0,1,0,0,1.0,0.0,0
2256917,9,1,46,236110.0,37,6,7,0.8378378378378378,0.1111111111111111,0
2256958,2,2,403,237110.0,3,0,0,1.0,1.0,0
2257155,1,0,254,453993.0,0,0,0,,0.0,0
2257181,5,0,74,236220.0,8,2,3,0.75,0.0,0
2257185,7,6,17,236110.0,4,0,0,1.0,0.8571428571428571,1
2257192,1,0,466,621510.0,2,0,0,1.0,0.0,0
2257212,4,4,410,623999.0,0,0,0,,1.0,0
2257291,6,0,249,417230.0,12,0,0,1.0,0.0,1
2257355,3,3,436,335315.0,7,0,0,1.0,1.0,0
2257401,1,0,173,236110.0,0,0,0,,0.0,0
2257410,1,0,431,623310.0,0,0,0,,0.0,0
2257459,1,0,166,236110.0,13,0,0,1.0,0.0,0
2257475,3,0,256,236220.0,4,0,0,1.0,0.0,0
2257541,1,1,464,541330.0,0,0,0,,1.0,0
2257553,1,0,464,722512.0,0,0,0,,0.0,0
2257571,2,0,428,623993.0,7,0,0,1.0,0.0,0
2257579,1,1,464,611110.0,0,0,0,,1.0,0
2257671,8,8,54,722511.0,14,0,0,1.0,1.0,0
2257917,1,0,206,236220.0,2,0,0,1.0,0.0,1
2257969,1,0,466,621510.0,0,0,0,,0.0,0
2257975,2,0,135,236110.0,9,3,6,0.6666666666666666,0.0,0
2258103,1,0,425,237310.0,0,0,0,,0.0,0
2258132,2,2,400,453993.0,2,0,0,1.0,1.0,0
2258138,1,0,199,236110.0,0,0,0,,0.0,1
2258372,3,1,50,236110.0,4,0,0,1.0,0.3333333333333333,0
2258423,2,0,159,236110.0,4,0,0,1.0,0.0,0
2258743,4,3,54,623110.0,0,0,0,,0.75,0
2258881,2,0,185,236110.0,0,0,0,,0.0,1
2258895,2,0,204,237130.0,13,2,7,0.8461538461538461,0.0,0
2258924,2,2,191,236110.0,1,0,0,1.0,1.0,1
2259189,1,0,149,236110.0,0,0,0,,0.0,1
2259238,1,1,457,238210.0,0,0,0,,1.0,0
2259245,3,0,46,236210.0,0,0,0,,0.0,0
2259250,1,0,456,441110.0,0,0,0,,0.0,1
2259310,3,0,172,236110.0,1,0,0,1.0,0.0,0
2259353,2,2,331,811210.0,3,0,0,1.0,1.0,0
2259388,1,1,453,621210.0,0,0,0,,1.0,0
2259392,3,0,10,236220.0,4,0,0,1.0,0.0,1
2259394,5,1,99,236210.0,4,0,0,1.0,0.2,1
2259419,4,0,85,236110.0,12,5,6,0.5833333333333334,0.0,0
2259449,1,0,122,236210.0,0,0,0,,0.0,0
2259470,2,1,215,713940.0,3,0,0,1.0,0.5,0
2259488,3,3,235,236110.0,6,0,0,1.0,1.0,0
2259531,2,0,114,236110.0,7,0,0,1.0,0.0,1
2259547,1,0,453,453999.0,6,0,0,1.0,0.0,0
2259555,1,1,443,488410.0,3,0,0,1.0,1.0,0
2259771,1,0,99,236110.0,2,0,0,1.0,0.0,0
2259782,1,0,452,713940.0,0,0,0,,0.0,0
2259897,8,0,113,236210.0,11,3,5,0.7272727272727273,0.0,0
2260124,1,0,143,237110.0,0,0,0,,0.0,0
2260245,2,1,178,611510.0,1,0,0,1.0,0.5,0
2260257,3,3,200,621911.0,2,0,0,1.0,1.0,0
2260258,6,6,130,332999.0,1,0,0,1.0,1.0,0
2260287,3,0,396,441110.0,11,0,0,1.0,0.0,0
2260359,3,0,44,236210.0,4,1,1,0.75,0.0,0
2260368,1,0,248,236110.0,0,0,0,,0.0,0
2260421,1,1,450,326198.0,0,0,0,,1.0,0
2260438,1,0,449,623999.0,0,0,0,,0.0,0
2260441,2,0,437,722511.0,14,0,0,1.0,0.0,0
2260533,2,0,145,236220.0,0,0,0,,0.0,0
2260572,1,0,450,562210.0,3,0,0,1.0,0.0,0
2260581,1,1,12,236220.0,0,0,0,,1.0,0
2260652,1,0,128,236110.0,2,0,0,1.0,0.0,1
2260722,3,1,410,722512.0,11,1,2,0.9090909090909091,0.3333333333333333,0
2260775,4,1,25,236220.0,11,2,2,0.8181818181818182,0.25,1
2260804,1,0,445,621510.0,1,0,0,1.0,0.0,0
2260809,1,0,445,621510.0,4,0,0,1.0,0.0,0
2260921,1,0,215,237310.0,0,0,0,,0.0,0
2260980,1,0,444,445110.0,0,0,0,,0.0,0
2261020,2,2,386,722512.0,0,0,0,,1.0,0
2261068,5,0,191,236110.0,3,0,0,1.0,0.0,1
2261160,3,3,284,722511.0,4,0,0,1.0,1.0,0
2261167,4,0,134,236220.0,18,3,3,0.8333333333333334,0.0,0
2261196,1,1,442,561722.0,0,0,0,,1.0,0
2261215,1,0,445,914110.0,0,0,0,,0.0,0
2261272,2,2,303,236110.0,6,1,4,0.8333333333333334,1.0,0
2261321,5,2,256,236220.0,7,0,0,1.0,0.4,0
2261423,2,1,2,238990.0,1,0,0,1.0,0.5,0
2261460,3,1,36,236220.0,1,0,0,1.0,0.3333333333333333,0
2261487,4,4,26,236210.0,5,1,1,0.8,1.0,1
2261619,5,0,263,237110.0,5,0,0,1.0,0.0,0
2261743,1,1,296,611110.0,0,0,0,,1.0,0
2261875,5,4,9,236110.0,12,1,1,0.9166666666666666,0.8,1
2261887,1,1,114,237110.0,0,0,0,,1.0,0
2262015,3,0,53,236220.0,3,0,0,1.0,0.0,1
2262029,4,0,110,236110.0,6,0,0,1.0,0.0,0
2262056,4,3,206,236220.0,1,0,0,1.0,0.75,0
2262080,4,3,52,722511.0,15,0,0,1.0,0.75,0
2262112,2,2,358,541710.0,0,0,0,,1.0,0
2262234,5,4,73,236220.0,2,0,0,1.0,0.8,1
2262240,1,1,444,443143.0,0,0,0,,1.0,0
2262259,5,3,267,236110.0,6,0,0,1.0,0.6,0
2262264,1,0,443,722512.0,0,0,0,,0.0,0
2262371,1,0,438,621110.0,1,0,0,1.0,0.0,0
2262374,1,1,438,722310.0,1,0,0,1.0,1.0,0
2262385,2,2,346,115110.0,2,0,0,1.0,1.0,0
2262404,2,2,179,624230.0,0,0,0,,1.0,0
2262444,1,0,124,236210.0,0,0,0,,0.0,0
2262545,1,0,46,236110.0,4,0,0,1.0,0.0,0
2262546,1,0,416,237130.0,0,0,0,,0.0,0
2262657,8,8,71,236110.0,14,2,2,0.8571428571428571,1.0,0
2262695,4,3,74,493110.0,8,0,0,1.0,0.75,1
2262708,1,1,444,445110.0,0,0,0,,1.0,0
2262741,4,0,88,236220.0,5,0,0,1.0,0.0,0
2262951,2,2,18,236110.0,8,2,2,0.75,1.0,0
2263023,1,0,338,236220.0,0,0,0,,0.0,1
2263116,3,2,435,312110.0,2,0,0,1.0,0.6666666666666666,0
2263156,2,2,386,236220.0,2,0,0,1.0,1.0,1
2263206,3,1,79,236110.0,12,0,0,1.0,0.3333333333333333,0
2263304,5,0,121,236220.0,3,0,0,1.0,0.0,1
2263319,3,0,228,236110.0,0,0,0,,0.0,1
2263499,1,0,432,621510.0,0,0,0,,0.0,0
2263542,2,2,274,493110.0,0,0,0,,1.0,0
2263690,1,1,431,913910.0,0,0,0,,1.0,0
2263732,1,0,431,624190.0,1,0,0,1.0,0.0,0
2263914,8,7,18,336360.0,4,0,0,1.0,0.875,0
2264001,6,4,52,236110.0,18,5,5,0.7222222222222222,0.6666666666666666,1
2264016,2,0,157,236110.0,2,0,0,1.0,0.0,0
2264023,1,0,221,236110.0,1,0,0,1.0,0.0,0
2264024,1,0,430,445310.0,1,0,0,1.0,0.0,0
2264044,1,0,72,236110.0,6,0,0,1.0,0.0,1
2264059,2,1,200,561320.0,0,0,0,,0.5,0
2264069,11,3,67,236110.0,45,8,10,0.8222222222222222,0.2727272727272727,1
2264195,5,2,142,236110.0,10,2,2,0.8,0.4,0
2264198,1,1,429,611110.0,0,0,0,,1.0,0
2264206,2,0,131,237130.0,12,3,4,0.75,0.0,1
2264283,7,0,38,236110.0,6,0,0,1.0,0.0,0
2264307,1,0,429,445110.0,0,0,0,,0.0,0
2264324,3,0,177,236110.0,3,0,0,1.0,0.0,0
2264414,2,1,163,238910.0,3,0,0,1.0,0.5,1
2264429,4,0,80,236220.0,0,0,0,,0.0,0
2264489,2,2,424,623221.0,0,0,0,,1.0,0
2264531,1,0,428,623310.0,3,0,0,1.0,0.0,0
2264550,2,2,417,337213.0,12,1,1,0.9166666666666666,1.0,0
2264553,1,1,428,493110.0,0,0,0,,1.0,0
2264590,2,0,137,236110.0,7,0,0,1.0,0.0,1
2264697,2,0,403,311410.0,1,0,0,1.0,0.0,0
2264730,1,0,432,451119.0,5,0,0,1.0,0.0,0
2264733,4,0,338,312110.0,0,0,0,,0.0,0
2264790,1,1,425,493110.0,4,0,0,1.0,1.0,0
2265190,1,1,424,236110.0,2,0,0,1.0,1.0,0
2265210,1,0,205,236220.0,0,0,0,,0.0,0
2265327,3,1,9,236110.0,7,1,1,0.8571428571428571,0.3333333333333333,0
2265450,1,0,423,722511.0,0,0,0,,0.0,0
2265459,2,1,67,238990.0,0,0,0,,0.5,0
2265494,8,2,37,236220.0,2,0,0,1.0,0.25,0
2265542,6,0,41,236110.0,24,6,6,0.75,0.0,0
2265555,6,6,184,452999.0,38,0,0,1.0,1.0,0
2265592,1,1,414,339990.0,16,0,0,1.0,1.0,0
2265603,1,0,422,621390.0,0,0,0,,0.0,0
2265609,1,1,423,442210.0,28,0,0,1.0,1.0,0
2265614,1,0,422,113312.0,0,0,0,,0.0,0
2265757,1,0,421,621510.0,0,0,0,,0.0,0
2265814,1,0,423,325999.0,1,0,0,1.0,0.0,0
2265932,1,0,423,722320.0,0,0,0,,0.0,0
2265978,2,2,417,332319.0,0,0,0,,1.0,0
2266054,1,0,418,111419.0,1,0,0,1.0,0.0,0
2266063,1,0,199,238910.0,6,0,0,1.0,0.0,1
2266207,1,1,422,623221.0,10,0,0,1.0,1.0,0
2266215,2,1,101,561730.0,0,0,0,,0.5,0
2266341,1,0,422,722512.0,0,0,0,,0.0,0
2266342,5,3,107,339990.0,13,0,0,1.0,0.6,0
2266352,1,0,340,236110.0,0,0,0,,0.0,0
2266429,1,0,277,236110.0,2,0,0,1.0,0.0,0
2266435,1,0,417,624190.0,0,0,0,,0.0,0
2266453,2,0,401,811111.0,5,0,0,1.0,0.0,0
2266497,1,0,417,236110.0,0,0,0,,0.0,1
2266504,4,1,16,236110.0,4,0,0,1.0,0.25,0
2266551,1,0,417,236110.0,4,0,0,1.0,0.0,0
2266573,1,0,429,448120.0,0,0,0,,0.0,0
2266584,1,0,232,236110.0,0,0,0,,0.0,0
2266604,1,0,416,722512.0,2,0,0,1.0,0.0,0
2266636,2,2,131,332321.0,1,0,0,1.0,1.0,1
2266764,3,0,101,236220.0,6,1,1,0.8333333333333334,0.0,0
2266813,3,3,319,721111.0,0,0,0,,1.0,0
2266919,7,0,207,236110.0,28,5,15,0.8214285714285714,0.0,0
2266991,1,0,416,713940.0,0,0,0,,0.0,0
2267021,3,0,29,237110.0,5,0,0,1.0,0.0,1
2267027,7,7,113,236110.0,8,0,0,1.0,1.0,0
2267033,2,2,11,561730.0,0,0,0,,1.0,0
2267035,2,2,404,517911.0,8,0,0,1.0,1.0,0
2267152,1,0,414,722410.0,0,0,0,,0.0,0
2267237,5,0,18,236220.0,3,0,0,1.0,0.0,1
2267361,1,0,233,236110.0,0,0,0,,0.0,0
2267365,2,0,213,623999.0,0,0,0,,0.0,0
2267389,2,0,318,236110.0,6,1,1,0.8333333333333334,0.0,1
2267524,1,1,388,236110.0,0,0,0,,1.0,0
2267567,4,0,12,236110.0,10,0,0,1.0,0.0,0
2267631,5,3,241,236110.0,7,1,3,0.8571428571428571,0.6,1
2267640,3,3,107,236110.0,6,0,0,1.0,1.0,0
2267677,3,0,45,236110.0,4,1,1,0.75,0.0,1
2267686,2,0,208,236110.0,0,0,0,,0.0,1
2267710,10,10,16,493110.0,10,0,0,1.0,1.0,0
2267772,1,0,178,236110.0,4,0,0,1.0,0.0,0
2268036,1,0,115,237310.0,0,0,0,,0.0,0
2268134,1,1,410,221113.0,0,0,0,,1.0,0
2268143,1,0,409,561110.0,1,0,0,1.0,0.0,0
2268192,3,1,108,236220.0,2,0,0,1.0,0.3333333333333333,0
2268194,2,0,59,236220.0,0,0,0,,0.0,0
2268233,4,0,376,454390.0,4,0,0,1.0,0.0,0
2268258,1,0,99,238990.0,0,0,0,,0.0,1
2268297,2,0,40,236110.0,2,0,0,1.0,0.0,1
2268310,1,0,407,621340.0,0,0,0,,0.0,0
2268379,7,0,10,236110.0,27,8,9,0.7037037037037037,0.0,0
2268611,3,0,123,238910.0,1,0,0,1.0,0.0,1
2268720,1,0,404,621110.0,0,0,0,,0.0,0
2268732,2,0,233,238910.0,1,0,0,1.0,0.0,0
2268745,9,0,26,236220.0,11,3,3,0.7272727272727273,0.0,1
2268814,2,1,170,623310.0,11,0,0,1.0,0.5,0
2268821,4,0,159,236220.0,5,1,4,0.8,0.0,0
2268875,2,1,32,236110.0,6,0,0,1.0,0.5,1
2268937,6,4,40,623110.0,0,0,0,,0.6666666666666666,0
2268939,2,0,318,453999.0,3,0,0,1.0,0.0,0
2268956,1,0,403,453993.0,0,0,0,,0.0,0
2268970,6,0,151,236220.0,13,3,3,0.7692307692307693,0.0,1
2268981,1,0,403,337123.0,0,0,0,,0.0,0
2269009,2,0,298,237110.0,0,0,0,,0.0,0
2269158,3,2,102,623310.0,0,0,0,,0.6666666666666666,0
2269163,5,0,3,236220.0,20,0,0,1.0,0.0,1
2269181,4,4,66,336330.0,13,0,0,1.0,1.0,0
2269197,3,0,23,236220.0,5,0,0,1.0,0.0,0
2269249,1,1,121,236110.0,0,0,0,,1.0,0
2269352,1,0,106,236110.0,5,0,0,1.0,0.0,0
2269385,5,5,67,623310.0,7,0,0,1.0,1.0,0
2269407,4,2,122,236210.0,2,1,1,0.5,0.5,1
2269461,1,0,403,914110.0,0,0,0,,0.0,0
2269462,1,0,404,621390.0,0,0,0,,0.0,0
2269504,5,4,215,621510.0,0,0,0,,0.8,0
2269532,5,1,205,213117.0,36,13,15,0.6388888888888888,0.2,0
2269536,1,0,404,483115.0,0,0,0,,0.0,0
2269547,1,1,23,722511.0,0,0,0,,1.0,0
2269556,1,0,225,236110.0,5,2,2,0.6,0.0,1
2269606,2,2,22,236110.0,4,1,1,0.75,1.0,0
2269739,4,2,12,722511.0,16,0,0,1.0,0.5,0
2269756,2,1,121,236110.0,2,0,0,1.0,0.5,0
2269773,1,0,399,445110.0,0,0,0,,0.0,1
2269774,2,2,212,493110.0,10,0,0,1.0,1.0,0
2269797,2,1,305,611110.0,0,0,0,,0.5,0
2269850,7,3,79,236210.0,8,1,1,0.875,0.42857142857142855,0
2269852,1,0,397,236110.0,4,0,0,1.0,0.0,0
2269875,4,4,366,913910.0,0,0,0,,1.0,0
2269954,1,1,397,332710.0,0,0,0,,1.0,0
2269995,2,0,275,236220.0,2,0,0,1.0,0.0,1
2270000,1,1,395,623210.0,0,0,0,,1.0,0
2270006,3,3,373,811122.0,3,0,0,1.0,1.0,0
2270021,4,2,171,236110.0,22,0,0,1.0,0.5,1
2270053,2,0,395,722511.0,0,0,0,,0.0,0
2270096,7,0,18,236110.0,32,5,13,0.84375,0.0,1
2270127,7,6,107,236220.0,0,0,0,,0.8571428571428571,0
2270174,1,0,232,236110.0,7,0,0,1.0,0.0,0
2270200,3,1,180,623310.0,0,0,0,,0.3333333333333333,0
2270221,2,0,254,722512.0,0,0,0,,0.0,0
2270222,2,0,262,445110.0,0,0,0,,0.0,0
2270482,1,1,395,493110.0,0,0,0,,1.0,0
2270496,3,3,171,722410.0,0,0,0,,1.0,0
2270500,2,0,18,236220.0,4,0,0,1.0,0.0,1
2270535,1,0,395,238310.0,4,0,0,1.0,0.0,0
2270565,3,1,28,488519.0,2,0,0,1.0,0.3333333333333333,0
2270571,1,1,401,445110.0,0,0,0,,1.0,0
2270635,6,0,40,236210.0,7,1,1,0.8571428571428571,0.0,0
2270671,2,2,340,236210.0,2,0,0,1.0,1.0,0
2270735,1,1,394,453999.0,0,0,0,,1.0,0
2270753,1,1,394,611110.0,0,0,0,,1.0,0
2270763,1,0,394,811199.0,7,0,0,1.0,0.0,0
2270845,1,1,395,336212.0,3,0,0,1.0,1.0,0
2270943,3,0,333,722511.0,0,0,0,,0.0,0
2271143,3,1,94,236110.0,2,0,0,1.0,0.3333333333333333,0
2271226,2,1,157,914110.0,0,0,0,,0.5,0
2271282,3,0,57,236220.0,0,0,0,,0.0,0
2271328,1,1,122,236220.0,0,0,0,,1.0,0
2271346,1,1,393,722512.0,1,0,0,1.0,1.0,0
2271446,1,1,390,454390.0,1,0,0,1.0,1.0,1
2271475,1,1,393,913140.0,0,0,0,,1.0,0
2271481,2,0,157,236110.0,0,0,0,,0.0,1
2271540,2,0,106,236110.0,1,0,0,1.0,0.0,0
2271543,4,4,95,325410.0,3,0,0,1.0,1.0,0
2271553,1,0,229,236110.0,0,0,0,,0.0,0
2271597,1,0,87,236110.0,7,0,0,1.0,0.0,0
2271624,4,1,88,236110.0,3,0,0,1.0,0.25,1
2271713,1,0,191,236220.0,0,0,0,,0.0,0
2271724,1,0,389,325999.0,0,0,0,,0.0,0
2271794,1,1,31,237310.0,0,0,0,,1.0,0
2271795,9,6,143,236220.0,17,2,3,0.8823529411764706,0.6666666666666666,1
2271826,2,0,386,236110.0,16,3,3,0.8125,0.0,0
2271863,3,0,123,236110.0,9,1,1,0.8888888888888888,0.0,0
2271888,2,1,45,236210.0,8,0,0,1.0,0.5,0
2271950,2,0,221,493110.0,9,0,0,1.0,0.0,0
2271982,4,0,108,236110.0,5,0,0,1.0,0.0,0
2271989,2,0,262,414110.0,0,0,0,,0.0,0
2272002,1,1,388,722512.0,0,0,0,,1.0,0
2272239,4,0,157,236110.0,10,2,2,0.8,0.0,0
2272263,4,1,89,236110.0,19,2,2,0.8947368421052632,0.25,1
2272372,3,2,71,236110.0,9,1,1,0.8888888888888888,0.6666666666666666,1
2272410,1,0,79,236210.0,0,0,0,,0.0,0
2272518,2,2,387,238170.0,1,0,0,1.0,1.0,0
2272530,1,0,386,453910.0,0,0,0,,0.0,0
2272632,5,5,45,488490.0,8,0,0,1.0,1.0,0
2272633,1,0,10,236110.0,3,0,0,1.0,0.0,1
2272714,3,0,289,722511.0,9,0,0,1.0,0.0,0
2272721,3,2,144,722512.0,6,0,0,1.0,0.6666666666666666,0
2272756,1,0,225,236110.0,0,0,0,,0.0,0
2272804,2,0,331,236220.0,4,1,1,0.75,0.0,0
2272826,4,4,200,446110.0,12,0,0,1.0,1.0,0
2272864,3,0,248,447110.0,0,0,0,,0.0,0
2272931,2,2,381,811111.0,0,0,0,,1.0,0
2273052,1,0,281,236110.0,0,0,0,,0.0,0
2273063,5,0,121,236110.0,18,3,5,0.8333333333333334,0.0,1
2273233,3,0,75,236220.0,1,0,0,1.0,0.0,0
2273239,1,0,382,446110.0,0,0,0,,0.0,0
2273245,3,0,180,236110.0,3,1,2,0.6666666666666666,0.0,0
2273263,2,0,113,236110.0,2,0,0,1.0,0.0,0
2273269,2,2,374,812910.0,4,0,0,1.0,1.0,0
2273303,3,0,87,236220.0,12,1,1,0.9166666666666666,0.0,0
2273305,2,0,207,236110.0,5,1,1,0.8,0.0,0
2273314,5,0,25,236110.0,27,5,10,0.8148148148148148,0.0,1
2273337,2,0,340,722512.0,1,0,0,1.0,0.0,0
2273394,14,14,79,236210.0,9,0,0,0.7777777777777778,1.0,0
2273421,5,5,61,236210.0,1,0,0,1.0,1.0,0
2273428,2,0,347,453993.0,7,0,0,1.0,0.0,0
2273473,1,0,227,236220.0,2,0,0,1.0,0.0,0
2273554,1,0,382,113312.0,0,0,0,,0.0,0
2273621,1,1,379,493110.0,0,0,0,,1.0,0
2273643,6,4,54,236110.0,40,5,7,0.875,0.6666666666666666,1
2273721,1,1,380,493110.0,0,0,0,,1.0,0
2273727,1,1,379,493110.0,3,0,0,1.0,1.0,0
2273923,3,0,106,236110.0,11,2,2,0.8181818181818182,0.0,0
2273970,1,0,379,621210.0,4,0,0,1.0,0.0,0
